Geneid	SRR25250934
Cfap36	818
Ppp4r3b	1066
LOC102551211	123
Pnpt1	915
Efemp1	852
Mir217	0
Mir216a	0
Mir216b	0
LOC102550402	1
LOC102550342	0
LOC103690141	23
LOC103693225	2
Ccdc85a	14
LOC108352818	0
LOC102550092	0
LOC108352817	0
LOC103693224	0
Vrk2	101
Fancl	146
LOC103693223	0
LOC108352816	0
LOC108348154	23
LOC102557119	0
Bcl11a	28
Papolg	223
Rel	319
Pus10	824
Pex13	1467
RGD1305110	1011
LOC108352815	0
LOC690352	0
Ahsa2	577
LOC108352814	6
Usp34	3234
Xpo1	1552
LOC102553796	0
LOC100910447	0
LOC102553689	8
Fam161a	2
Cct4	5026
Zrsr1	492
LOC102552529	12
LOC108352812	10
Commd1	1020
LOC102552414	0
LOC102552343	4
B3gnt2	250
LOC103693217	8
LOC102552091	6
LOC100361636	18
Tmem17	350
LOC102550584	8
LOC108352811	2
LOC102551536	38
Ehbp1	1761
Otx1	0
LOC102550529	0
LOC103693215	0
Wdpcp	88
Mdh1	16510
LOC102549500	4
Ugp2	16239
Vps54	1117
Peli1	477
LOC102547136	11
LOC102549235	0
LOC102547058	0
LOC100909672	0
LOC108352810	0
LOC103693221	0
LOC103693220	0
LOC108352862	0
LOC102549056	2
LOC102548772	25
LOC108352836	27
Lgalsl	5873
LOC108352861	178
Aftph	1273
Sertad2	1238
LOC103693208	1
LOC102547925	173
LOC108352808	0
LOC108352807	8
Slc1a4	42
Cep68	2596
Rab1a	2507
LOC100359517	6
Actr2	3420
Spred2	109
LOC103693205	0
LOC102551829	0
LOC108352806	4
LOC103693204	4
Meis1	115
LOC108352860	0
LOC108352859	0
LOC103693794	23
LOC316820	23
LOC108352805	0
LOC100363335	39
C1d	553
LOC100363290	0
Wdr92	258
Pno1	1035
Ppp3r1	8320
Cnrip1	178
Plek	119
Fbxo48	60
Egfr	1137
LOC108352804	0
Sec61g	900
Vstm2a	0
LOC102548633	14
LOC108352803	0
Pom121l12	0
Etaa1	32
LOC302228	0
LOC103693792	0
LOC102554771	0
LOC102554296	0
LOC103690742	0
LOC108352802	0
LOC501396	13
LOC108352801	0
LOC102553529	0
LOC108352800	0
LOC100361025	18
LOC102553003	2
LOC103693778	0
LOC108352799	0
Cobl	1209
LOC102552764	2
Grb10	4903
LOC103693175	78
Ddc	70
Fignl1	18
Ikzf1	131
RGD1309870	2
Zpbp	8
LOC102552528	0
Vwc2	0
LOC498414	0
LOC108352797	0
LOC685655	32
Abca13	0
Upp1	296
LOC688553	6
Sun3	0
Hus1	416
Pkd1l1	6
LOC108352796	0
LOC103693171	0
LOC102557304	0
Tns3	1225
LOC100911576	1
LOC102555192	0
LOC108352795	8
LOC108352794	0
LOC108352793	0
LOC686087	24
LOC103693170	0
Igfbp3	641
Igfbp1	0
LOC102553858	0
Adcy1	311
LOC108352792	0
LOC108352857	0
Ramp3	6
Wap	0
Tbrg4	1767
Nacad	24
Ccm2	1049
LOC102547700	78
Myo1g	192
LOC103693157	5
LOC100360491	124
Purb	1796
H2afv	749
Ppia	2527
Zmiz2	7
LOC103693780	13
LOC103693776	4
Ogdh	16480
Tmed4	1240
Ddx56	501
LOC103693777	42
Npc1l1	0
LOC108352789	199
Camk2b	20397
Ykt6	1424
Gck	4
Myl7	0
LOC108352788	2
Pold2	1055
Aebp1	4919
Polm	563
Pgam2	116173
Dbnl	578
LOC108352787	0
Urgcp	4133
Mrps24	1161
Ankrd36	0
Frg2	0
Ccdc117	800
Xbp1	2668
LOC102549967	4
LOC108352855	0
Znrf3	178
LOC102551828	159
Kremen1	1200
LOC102557376	1137
Emid1	106
Rhbdd3	808
Ewsr1	53
Rasl10a	45
Gas2l1	355
Ap1b1	1545
Nefh	116
Thoc5	1264
Nipsnap1	97
Nf2	3116
Cabp7	0
Zmat5	83
Uqcr10	7391
Ascc2	570
Mtmr3	3765
Hormad2	12
Lif	5
Osm	4
Gatsl3	170
Tbc1d10a	299
Sf3a1	2103
Ccdc157	230
Rnf215	258
Sec14l2	52
LOC102549281	42
Mtfp1	648
Sec14l3	0
LOC103693135	6
LOC108352786	0
Sec14l4	14
Gal3st1	6
Pes1	1673
Tcn2	691
Slc35e4	1139
Dusp18	536
RGD1308775	0
LOC102556795	0
LOC108352785	3
Osbp2	329
Morc2	1065
Tug1	172
LOC108352784	0
Smtn	1862
Selm	269
Inpp5j	122
Pla2g3	0
LOC103693123	0
Rnf185	1017
Limk2	952
Pik3ip1	2992
Patz1	601
Drg1	808
Eif4enif1	1299
Sfi1	277
Pisd	654
Prr14l	1018
Depdc5	680
Ywhah	2859
Slc5a1	0
LOC100910790	0
LOC108352783	0
Spon2	90
Ctbp1	8357
Maea	2585
Uvssa	217
Nkx1-1	0
LOC102551278	0
LOC688176	0
Fam53a	1834
Slbp	332
Tmem129	419
Tacc3	95
Fgfr3	145
Letm1	2736
Whsc1	504
Nelfa	523
RGD1560394	0
Nat8l	53
LOC103690085	0
Haus3	115
Poln	6
LOC108352782	162
Mxd4	2100
Zfyve28	54
LOC103693090	8
Cfap99	25
Rnf4	1512
Fam193a	1102
Tnip2	238
Sh3bp2	111
Add1	2922
Mfsd10	136
Nop14	876
Grk4	162
Htt	1656
Msantd1	22
LOC102556834	4
LOC108352834	0
Rgs12	166
Hgfac	1
Dok7	1104
Lrpap1	664
LOC108352779	0
Adra2c	6
LOC103690128	32
LOC100912062	0
LOC108352778	0
Hmx1	0
Cpz	108
Trmt44	135
Acox3	1484
Htra3	2200
Sh3tc1	194
LOC108352777	1
Ablim2	2910
Afap1	261
Psapl1	0
Sorcs2	190
Grpel1	1814
Tada2b	2737
Ccdc96	38
LOC680039	5240
Tbc1d14	1855
LOC103693769	0
Bloc1s4	360
Mrfap1	8983
Man2b2	914
LOC108352775	0
LOC103693768	0
LOC100911029	4245
Ppp2r2c	8
Wfs1	2211
Jakmip1	1
LOC102553825	0
Crmp1	8
Evc	541
LOC102553293	5
Evc2	150
LOC102553032	2
Stk32b	40
Cytl1	1764
Msx1	90
LOC103693088	0
LOC108352772	0
Stx18	673
Nsg1	65
Zbtb49	122
Lyar	560
Tmem128	306
Otop1	4
Drd5	0
Slc2a9	106
Wdr1	4232
LOC108352771	0
Zfp518b	344
LOC108352770	0
Clnk	18
LOC103693086	2
LOC102547860	0
LOC108352769	0
LOC103693085	0
LOC102547760	4
LOC102547538	0
Hs3st1	442
LOC102550787	0
Rab28	3676
LOC102550431	0
Nkx3-2	0
Bod1l1	2323
LOC108352768	24
LOC102550275	0
LOC108352767	0
Pp2d1	222
RGD1565560	0
Rab5al1	743
LOC103693082	0
LOC108352766	0
LOC103693081	4
Cpeb2	1353
C1qtnf7	58
Cc2d2a	1711
Fbxl5	1722
LOC108352765	4
Bst1	69
Cd38	198
Apex2l1	0
Fgfbp1	0
Prom1	398
Tapt1	3017
LOC102552900	24
LOC103693078	0
LOC108352764	0
Ldb2	229
LOC108352763	0
LOC102551743	0
Qdpr	1591
Clrn2	0
Lap3	2237
LOC103693066	2
Med28	933
Fam184b	394
LOC102551890	15
Ncapg	20
Lcorl	202
LOC102550650	0
LOC103693161	0
LOC108352762	0
LOC108352761	0
LOC108352760	0
Mir218-1	0
Mir3565	0
Slit2	150
Pacrgl	105
LOC103693056	0
LOC103693057	4
Kcnip4	18
Adgra3	664
Gba3	0
LOC102555010	0
LOC102554914	0
LOC102554863	0
Ppargc1a	3121
LOC108352758	0
Gnpda2	123
Guf1	2133
Yipf7	1409
Vom1r26	0
Kctd8	4
LOC100910750	0
Dhx15	1581
LOC108352757	5
Sod3	4668
Ccdc149	798
LOC103693045	0
Lgi2	644
LOC102552822	227
Sepsecs	489
Pi4k2b	99
Zcchc4	496
Anapc4	1279
LOC108352756	0
Slc34a2	0
Sel1l3	2702
LOC108352755	0
Smim20	1445
LOC100361259	4
LOC108352754	0
Rbpj	2237
LOC102552214	0
Cckar	2
Tbc1d19	445
LOC102552147	2
Stim2	1547
LOC103693759	0
LOC102549744	0
LOC102549643	0
LOC103693027	0
Pcdh7	146
LOC100909585	0
LOC108352854	0
LOC102546417	0
Cox7a2l2	458
LOC688583	2
LOC100912502	0
Arap2	56
Dthd1	0
LOC685935	28
LOC685352	263
Slc25a52	2
LOC108352753	2
LOC108352829	0
Rn28s	0
Rn5-8s	0
Rn18s	0
Rn45s	11
LOC102554740	2
LOC108352752	0
LOC108352751	1
Nwd2	28
RGD1565119	0
LOC498368	152
Rell1	532
LOC100911506	2
Pgm2	204
Tbc1d1	5617
LOC103692866	0
LOC102552762	10
Mir328b	2
LOC103692863	0
Klf3	889
Tlr10	2
Tlr1	14
LOC108352750	0
Tlr6	77
LOC108352749	0
Fam114a1	390
Tmem156	8
LOC102556650	10
Klhl5	191
LOC100910864	0
LOC102550091	0
Wdr19	119
Rfc1	1372
LOC108352748	0
Klb	16
Rpl9	5417
Lias	1092
Ugdh	241
Smim14	1223
LOC100362751	118
Ube2k	1803
Pds5a	2838
LOC108352747	0
N4bp2	620
Rhoh	23
LOC103692861	0
Chrna9	2
Rbm47	86
LOC108352746	0
Nsun7	34
Apbb2	4179
Uchl1	91
Limch1	6959
Phox2b	0
LOC103692839	0
Tmem33	604
Slc30a9	3311
Bend4	28
LOC108352745	0
LOC102547499	0
Shisa3	86
LOC102547308	21
Atp8a1	5579
Grxcr1	4
LOC100910415	0
LOC103692836	0
LOC360933	0
Gabrg1	0
Gabra2	4
Cox7b2	0
Gabra4	4
Gabrb1	8
Commd8	800
Atp10d	430
LOC680377	0
Corin	4
Nfxl1	288
Cnga1	0
Nipal1	8
Txk	4
Tec	160
LOC102556376	2
Slain2	10145
Slc10a4	0
Zar1	0
Fryl	2064
Ociad1	3784
Ociad2	10
Cwh43	1
Dcun1d4	295
Lrrc66	34
Sgcb	10188
LOC103692822	0
Spata18	0
LOC102554979	0
LOC108352742	0
LOC108352851	0
LOC100363494	64
LOC102554514	0
Usp46	267
Dancr	19
LOC102554412	0
Rasl11b	42
Scfd2	479
Fip1l1	1058
Lnx1	112
LOC102554353	0
LOC108352741	0
LOC102554235	6
LOC102554165	0
LOC102554098	15
Chic2	238
Gsx2	0
LOC102554024	0
Pdgfra	2130
LOC102553856	0
Kit	297
LOC102553643	0
Kdr	1119
Srd5a3	370
Tmem165	534
LOC108352740	12
Clock	2004
Pdcl2	0
Nmu	0
LOC102556008	0
LOC686911	0
Exoc1	1010
Cep135	157
LOC100910308	1
LOC108348180	256
LOC103693743	0
LOC103693742	0
LOC100910138	0
LOC108352738	0
RGD1311575	48
LOC108352737	8
Aasdh	350
LOC102552854	3
LOC108352739	4
LOC102553031	33
Ppat	946
Paics	532
LOC108348046	1194
Srp72	35
LOC108352736	0
Arl9	0
Thegl	2
Hopx	154
LOC102551742	0
LOC102551686	0
LOC102551595	0
LOC108352735	0
Spink2	0
LOC102551532	2
Rest	736
Noa1	755
Polr2b	2357
LOC103692785	44
LOC103692786	57
Igfbp7	4171
LOC102551339	0
LOC108352734	0
LOC108352850	0
LOC100912459	755
LOC100912428	42
Mir193b	0
LOC102547286	79
LOC108352841	0
Adgrl3	58
LOC108352732	0
LOC108352733	0
LOC102546751	0
LOC102549397	0
Tecrl	146
Epha5	0
LOC108352731	0
LOC689899	36
Tmprss11b	0
Tmprss11f	0
Cenpc	395
Stap1	12
Uba6	432
Gnrhr	0
LOC103692776	0
Tmprss11c	0
Tmprss11d	22
Tmprss11a	0
Tmprss11g	0
Tmprss11e	0
LOC108352729	0
Ythdc1	1613
RGD1559459	0
LOC100911104	0
Ugt2b10	0
RGD1565664	0
Ugt2b1	0
LOC100360977	38
LOC689798	0
Ugt2b7	0
Ugt2b35	0
Ugt2b37	0
Ugt2b17	0
LOC100364155	0
Ugt2a3	0
Ugt2a1	0
Sult1b1	0
Sult1d1	0
ste2	0
LOC108352728	0
RGD1562394	0
Csn1s1	0
Csn2	0
Stath	0
Csn1s2a	0
Csn1s2b	0
Prr27	0
Dzip1-ps1	0
LOC108352727	0
Odam	0
Fdcsp	0
Csn3	0
Cabs1	0
Smr3a	0
LOC108352726	0
Vcsa2	0
Smr3b	0
Prol1	0
Amtn	0
Ambn	0
Enam	0
LOC102554948	2
Utp3	1040
Mir6321	0
Rufy3	1933
Grsf1	5849
Mob1b	655
Dck	77
LOC108352725	0
LOC108352724	2
Slc4a4	968
LOC498339	0
Gc	2
Npffr2	0
Adamts3	58
Cox18	344
Ankrd17	5098
LOC102554132	0
LOC103693732	0
Alb	0
Afp	0
Afm	0
LOC360919	0
Rassf6	0
LOC103692658	0
Cxcl6	0
LOC108352723	0
Ppbp	4
Pf4	107
LOC102549742	0
Cxcl3	0
LOC102548839	0
Cxcl1	6
Cxcl2	0
Mthfd2l	81
Epgn	0
Ereg	0
Areg	0
Btc	0
Parm1	334
LOC102546535	0
Rchy1	1630
Thap6	600
LOC100911949	75
Cdkl2	64
G3bp2	5450
Uso1	5136
Ppef2	6
Naaa	231
Sdad1	451
Cxcl9	620
Cxcl10	25
Cxcl11	2
Art3	12048
Nup54	269
Scarb2	4771
Fam47e	2
Stbd1	6366
Ccdc158	702
LOC108352720	0
LOC103693731	0
Shroom3	70
Sowahb	22
Sept11	1563
Ccni	4483
Ccng2	1375
LOC102549607	0
LOC100909936	0
LOC100910292	0
LOC501901	0
LOC100363333	0
LOC685782	0
RGD1559654	0
LOC685827	0
RGD1561226	0
RGD1559999	0
LOC685667	0
RGD1565660	0
RGD1561699	0
Cxcl13	20
Cnot6l	724
Mrpl1	13
LOC103693729	1
LOC103693728	0
Fras1	1503
Anxa3	674
LOC108352846	0
Bmp2k	1550
Paqr3	345
LOC108352718	0
LOC108352717	0
LOC102554768	0
LOC103692594	0
Naa11	2
LOC102554702	0
Gk2	0
LOC108352716	0
Antxr2	1649
Prdm8	683
Fgf5	2
LOC108352845	0
LOC685158	0
Bmp3	28
Prkg2	5
LOC108352714	0
LOC102552211	0
LOC102552280	0
LOC108352713	0
Rasgef1b	41
LOC102557303	4
Hnrnpd	2178
Hnrnpdl	6263
Enoph1	254
Tmem150c	387
LOC108352712	0
LOC108352844	2
LOC102551173	0
LOC108352711	0
LOC102551078	0
Sec31a	2646
LOC100911553	87
Lin54	714
LOC102550950	6
Cops4	3015
Plac8	22
LOC100363472	0
Coq2	2968
Hpse	132
LOC108352710	0
Helq	121
Mrps18c	672
Fam175a	68
Gpat3	521
LOC108352709	0
LOC108352708	0
LOC102550272	0
Nkx6-1	0
LOC108352706	0
LOC108352707	0
LOC108352705	0
Cds1	91
LOC103693723	6
LOC103693724	0
Wdfy3	4146
LOC103692566	0
LOC108352704	0
LOC102549277	2
LOC108352701	0
LOC108352702	7
LOC108352703	0
Arhgap24	376
Mapk10	35
LOC108352699	0
Ptpn13	398
LOC102546534	0
LOC102546454	0
Slc10a6	57
LOC498330	0
LOC100910270	0
LOC100910240	0
Aff1	10332
Klhl8	1194
Hsd17b13	26
LOC108352698	0
Hsd17b11	437
Nudt9	1328
LOC100359907	1
LOC103692564	1
Sparcl1	10640
Dspp	0
LOC108352697	25
Dmp1	362
Ibsp	6
Mepe	2
LOC100910198	2
Spp1	104
Pkd2	1324
LOC679894	793
LOC108352840	0
Abcg3l1	87
LOC102548396	1
LOC108352837	0
LOC102555488	0
LOC102548714	0
LOC102554913	0
LOC102548800	2
Znf442	0
Zfp951	0
LOC108348123	0
LOC100366030	3
Abcg3	44
Mpa2l	75
LOC102554096	81
LOC100912618	0
LOC100359633	29
LOC679539	14
LOC102554737	4
LOC102556623	38
Abcg3l3	168
Abcg3l4	80
LOC103690063	103
LOC108352839	8
LOC108352838	0
Lrrc8b	535
LOC108352696	0
Lrrc8c	506
Lrrc8d	387
Zfp326	649
LOC108352695	0
LOC108352694	0
LOC102551594	0
Barhl2	0
LOC108352692	0
LOC108352693	0
LOC102551276	19
Zfp644	1187
LOC102551010	0
Hfm1	6
Cdc7	7
LOC102550678	4
LOC102550496	0
Tgfbr3	3058
Brdt	0
LOC108352690	0
Ephx4	0
LOC108352691	0
Lpcat2b	0
Btbd8	223
LOC108352689	0
LOC689986	2
Glmn	131
LOC103692490	4
Rpap2	672
Gfi1	0
Ube2d4	0
LOC108352688	40
Evi5	1178
Rpl5	13184
Fam69a	1269
LOC103693711	6
Mtf2	451
Tmed5	716
Ccdc18	6
Dr1	0
Pigg	0
LOC102556154	0
LOC102556249	16
Pde6b	0
Atp5i	6787
Mfsd7	49
Pcgf3	493
LOC103692489	3
Cplx1	8
Gak	1025
Tmem175	767
Dgkq	539
Slc26a1	125
Idua	1737
Fgfrl1	378
Rnf212	4
Tmed11	0
Vom2r73	0
LOC100910207	2
LOC100910143	0
LOC100910108	0
LOC102554799	0
Ppp2r3b	175
LOC100365289	385
Csf2ra	310
Crlf2	102
Vom2r66	0
LOC102554605	13
Vom2r67	0
Vom2r68	0
Vom2r69	0
Vom2r71	0
Vom2r72	0
RGD1561977	0
RGD1562423	0
RGD1563483	0
RGD1562932	0
LOC100912233	0
Vom2r70	0
LOC100911813	0
LOC102551714	7
LOC102551626	1
Cr2	0
Cr1l	997
LOC108352604	23
Cd46	70
Mir29c	0
Mir3556b	0
Mir29b2	0
LOC102550527	571
Cd34	1916
LOC102550245	31
LOC108352603	0
Plxna2	816
LOC108352602	0
LOC102549557	0
LOC102549394	0
Mir205	0
LOC103692448	0
LOC108352600	0
Camk1g	0
Lamb3	183
LOC102547023	1
G0s2	1370
Hsd11b1	395
Traf3ip3	64
LOC100125367	215
Irf6	4
Diexf	674
LOC103692438	0
Syt14	68
LOC108352599	6
Sertad4	173
Hhat	6
Kcnh1	197
LOC102546453	18
Rcor3	442
LOC102551140	300
Traf5	216
Rd3	0
LOC108352598	0
Slc30a1	395
LOC100362350	0
Nek2	0
LOC102555670	0
Lpgat1	1900
LOC108352597	14
LOC108352596	2
Ints7	549
Dtl	8
LOC103692414	8
Ppp2r5a	4515
Tmem206	67
Nenf	787
LOC102555129	0
LOC102555043	14
Atf3	384
LOC100911428	0
Fam71a	0
LOC102554575	26
Batf3	24
Nsl1	68
Tatdn3	299
LOC498316	20
Flvcr1	264
LOC108348225	176
Vash2	1649
Angel2	950
LOC678708	0
Rps6kc1	974
LOC102556097	0
LOC102555887	0
LOC103692412	0
Ptpn14	2912
Smyd2	8085
LOC102548910	1837
LOC498308	0
Prox1	579
LOC108352595	10
LOC102549163	0
LOC102555128	0
Cenpf	8
LOC102554234	0
Kcnk2	55
LOC102548648	0
LOC103692408	0
LOC102548492	0
Kctd3	603
LOC103692406	0
Ush2a	30
Esrrg	1868
LOC108352629	0
LOC102553391	0
Gpatch2	592
Spata17	2
LOC102548113	0
Ddx3y	2
LOC103692383	0
LOC103692381	0
LOC103692378	0
Rrp15	975
Tgfb2	1574
LOC108352594	2
LOC108352592	2
LOC108352593	0
LOC103692375	2
LOC108352654	0
Dusp10	1397
LOC100912365	21
LOC102552174	0
LOC108352591	0
Lyplal1	122
LOC108352590	0
LOC103692374	0
Slc30a10	0
LOC100911719	0
Eprs	6493
Bpnt1	865
Mir194-1	1
Iars2	4310
Mir664-2	5
Rab3gap2	1346
LOC102549556	0
LOC102549497	0
LOC108352589	0
LOC108352588	0
Mark1	190
RGD1310587	1309
LOC103692371	29
Marc2	1316
Marc1	243
Hlx	885
LOC102549366	2
LOC103692370	0
LOC108352587	0
LOC102555798	0
LOC690288	2
Hhipl2	18
Taf1a	248
LOC108352586	18
Mia3	6090
Aida	829
Brox	1721
Fam177b	0
LOC108352653	0
LOC108352652	0
Disp1	251
LOC102555375	2
LOC108352585	8
Tlr5	372
Susd4	425
Ccdc185	0
LOC103693689	0
Capn8	8
LOC102555308	7
Capn2	5700
Tp53bp2	1177
Fbxo28	661
LOC108352584	4
Degs1	1252
LOC108352583	4
Srp9	1018
LOC103693700	0
Lbr	745
LOC102554860	14
Enah	2934
LOC686031	0
LOC686042	0
Eif3e	3379
Ccdc121	0
Cnih3	0
LOC103693699	285
Wdr26	6768
Cnih4	968
Nvl	436
RGD1564463	0
LOC498300	0
LOC103692355	0
LOC103693688	0
LOC690147	2
Ephx1	1053
Tmem63a	786
Lefty1	0
Pycr2	396
Lefty2	0
Sde2	793
LOC100361558	2772
LOC102553824	16
Acbd3	1147
Mixl1	0
Lin9	37
Parp1	3412
Stum	14
LOC108352582	7
Itpkb	1625
LOC103692351	0
LOC102553362	0
LOC102553289	0
Psen2	447
Adck3	41475
Cdc42bpa	1982
Ahctf1	2683
Kif28p	0
Sccpdh	0
LOC108352581	9
LOC102552409	13
Cnst	6041
Tfb2m	869
LOC102552208	12
LOC103689999	0
LOC100912475	0
LOC108348143	0
LOC108352579	20
LOC108352580	2
Smyd3	182
LOC102553456	0
Kif26b	34
LOC102550369	3
Efcab2	53
Hnrnpu	9838
Cox20	189
Desi2	1508
RGD1565309	8
Adss	610
LOC689766	3
LOC108352651	0
LOC103692343	0
LOC102549965	0
LOC102549878	0
Zfp238	5138
LOC102549740	8
Rpl30l1	0
Akt3	200
LOC108352628	4
Sdccag8	104
Cep170	631
Pld5	89
Becn2	2
Exo1	0
LOC103692325	0
LOC103692324	0
LOC103692322	0
Wdr64	2
LOC103692323	0
Chml	33
Opn3	20
Kmo	24
Fh	8745
LOC100910850	2250
LOC108352578	0
LOC102547622	170
Rgs7	11
LOC102546416	0
LOC102546489	0
Grem2	222
Fmn2	8
Olr1602	0
LOC103693685	0
Olr1601	0
Olr1600	0
Olr1598	0
Olr1597	0
Spta1	16
Olr1596	6
Olr1595	0
Olr1593	0
Olr1592	4
Olr1591	0
Olr1590	0
Olr1589	0
Olr1588	11
Olr1587	10
LOC102550614	8
Mnda	269
Olr1584	12
RGD1562462	4
LOC102556096	2
Aim2	11
Cadm3	2527
Ackr1	292
Mptx1	8
LOC681470	0
Fcer1a	4
Olr1583	0
Olr1582	0
Olr1581	0
Olr1579	0
Olr1576	0
LOC108352577	0
Apcs	0
LOC108352650	302
LOC103690046	0
LOC100911825	0
LOC108352576	0
LOC103693683	2
LOC498276	2
Fcgr2a	18
Crp	7
Dusp23	507
Fcrl6	0
Slamf8	29
Vsig8	0
Cfap45	37
LOC102555374	8
LOC108352575	0
Slamf9	14
Igsf9	106
Tagln2	2495
LOC102555223	0
LOC103692291	0
Pigm	0
Kcnj10	0
Kcnj9	32
Igsf8	201
Atp1a2	103538
Atp1a4	13
Casq1	114367
LOC103692289	119
Pea15	1463
Dcaf8	8341
Pex19	255
Copa	4000
Ncstn	2282
Nhlh1	0
LOC108352574	0
Vangl2	34
Slamf6	6
LOC103692287	0
Cd84	22
LOC103692288	0
Slamf1	12
Cd48	914
LOC108352573	0
LOC103692286	0
Slamf7	126
LOC102549964	0
Ly9	13
LOC103692282	1
Cd244	27
Itln1	0
LOC100359583	30
F11r	447
Tstd1	68
Usf1	874
Arhgap30	210
Nectin4	8
Klhdc9	6
Pfdn2	882
Nit1	937
Dedd	1701
Ufc1	1647
Usp21	999
Ppox	330
B4galt3	439
Adamts4	26
Ndufs2	20213
Fcer1g	399
Apoa2	0
Tomm40l	1119
Nr1i3	50
Pcp4l1	131
Mpz	4583
Sdhc	10974
Cfap126	267
LOC102557067	0
LOC108348047	0
LOC686035	2
Fcgr3a	2
Fcgr2b	229
Fcrla	14
Fcrlb	6
Dusp12	115
LOC100362384	12
LOC100911728	0
Atf6	3116
Olfml2b	696
LOC102550090	39
Nos1ap	40
RGD1565283	2
LOC100361087	12
Sh2d1b	4
LOC108352627	0
Sh2d1b2	19
LOC102556681	2
Uhmk1	408
LOC102549303	34
Uap1	846
LOC100911901	0
Ddr2	3714
Hsd17b7	88
LOC100366054	0
Ccdc190	26
Rgs4	362
Rgs5	1791
Nuf2	6
LOC108352626	2
LOC100910879	0
LOC103692070	0
LOC103692068	4
LOC103692065	0
LOC103692062	0
LOC108352570	6
Pbx1	955
LOC103692058	0
Lmx1a	50
LOC102553986	42
Rxrg	4988
LOC102553924	9
LOC103692054	6
LOC108352569	1
Lrrc52	40
Mgst3	2905
Aldh9a1	2126
LOC100910278	0
Tmco1	502
LOC108352567	0
LOC102548111	0
Uck2	261
Fam78b	52
LOC108352566	0
Fmo9	0
LOC685351	0
Fmo13	0
Pogk	912
Tada1	182
LOC103693676	74
Ildr2	70
Mael	0
Gpa33	0
Dusp27	6772
Pou2f1	631
Cd247	14
Creg1	1488
Rcsd1	8462
Mpzl1	689
Adcy10	33
Mpc2	3259
Dcaf6	25916
Gpr161	180
Tiprl	612
Sft2d2	1339
Tbx19	428
LOC100912617	0
Xcl1	2
LOC108352565	37
LOC102546371	43
Dpt	2311
Atp1b1	3198
Nme7	190
Blzf1	551
Ccdc181	2606
Slc19a2	153
F5	74
Selp	72
Sell	16
Sele	22
LOC102555981	28
Mettl18	86
LOC498265	34
Scyl3	293
Kifap3	2259
Mettl11b	538
Gorab	140
LOC108352564	0
LOC108352563	0
Prrx1	1455
Mroh9	0
Fmo3	458
Fmo6	8
LOC103692016	7
LOC103692017	60
Fmo2	3844
Fmo1	747
Fmo4	78
LOC102555487	0
LOC102555344	0
Prrc2c	2730
Myoc	5349
Vamp4	874
Mettl13	755
LOC102555077	0
LOC102554073	0
Mir3120	0
Mir214	0
Mir199a2	1
LOC102554129	96
Dnm3	154
Pigc	488
RGD1309106	2
LOC103692015	0
LOC102554604	0
Suco	542
Faslg	0
LOC102553985	0
Tnfsf18	6
LOC103692000	0
Tnfsf4	0
LOC102552207	10
Prdx6	3546
Slc9c2	0
LOC102551559	0
Ankrd45	7
Klhl20	653
Cenpl	78
Dars2	572
Gas5	588
Zbtb37	62
LOC108352561	118
Serpinc1	4
LOC108352560	4
Rc3h1	2609
Gpr52	16
Rabgap1l	678
LOC103693675	16
Cacybp	1865
Mrps14	1080
Tnn	2
LOC100302372	490
Tnr	0
Mir1843b	0
Rfwd2	4291
Pappa2	76
LOC102556541	0
Mir488	0
Astn1	101
Brinp2	6
Sec16b	251
Tp53i3	1520
LOC680254	35
LOC108352559	0
Rasal2	694
Tex35	0
LOC102555826	92
Angptl1	439
Ralgps2	47
Fam20b	1563
Tor3a	1774
Abl2	977
LOC103691961	0
Soat1	111
Axdnd1	1
Nphs2	0
Tdrd5	2
LOC679963	4
Fam163a	10
Tor1aip2	3126
Tor1aip1	3278
Cep350	2850
Qsox1	648
LOC102554128	0
Lhx4	0
Acbd6	660
LOC102547468	0
RGD1561635	0
LOC102553685	0
LOC108352558	2
Xpr1	878
LOC102553617	0
RGD1304622	103
Stx6	964
Mr1	76
LOC108352557	0
Ier5	484
LOC102552819	0
LOC108352556	0
LOC102552667	0
Cacna1e	26
LOC102553952	0
Zfp648	2
LOC102553522	0
Glul	75873
Teddm1	0
LOC684709	0
Rgsl2h	0
LOC102553073	0
Rgsl1	0
Rnasel	210
Rgs16	186
LOC102552085	0
LOC108352555	0
Rgs8	0
Npl	176
Dhx9	1542
Shcbp1l	2
LOC102551886	0
Lamc1	11431
Lamc2	40
LOC102551684	0
Nmnat2	4
Smg7	2722
Ncf2	30
Arpc5	742
Apobec4	0
LOC102551528	10
Rgl1	995
Colgalt2	146
Tsen15	866
LOC108352554	0
LOC108352553	2
LOC108352552	0
RGD1309104	1402
Edem3	3270
Fam129a	1786
Rnf2	1007
Trmt1l	1783
Swt1	567
Ivns1abp	4736
LOC108352550	0
LOC102550495	4
LOC102550428	18
LOC102550271	6
Hmcn1	344
Prg4	2915
Tpr	6113
RGD1307830	791
Pdc	0
LOC108352549	0
Ptgs2	28
LOC100911717	2
Pla2g4a	122
LOC100911675	0
LOC108352618	0
LOC689412	0
LOC102552334	2
LOC102552277	0
Brinp3	0
LOC108352548	0
LOC108352547	0
LOC108352644	0
Rgs18	82
LOC103690097	0
RGD1562140	34
LOC108352546	0
Rgs21	0
Rgs1	14
Rgs13	0
LOC103691936	0
LOC103691934	0
Rgs2	215
